Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,112.441821058412
Portugal,PRT,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Portugal,PRT,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Portugal,PRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.32833
Portugal,PRT,Gini index (World Bank estimate),SI.POV.GINI,33.8
Portugal,PRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,23380.6925860654
Puerto Rico,PRI,Population density (people per sq. km of land area),EN.POP.DNST,374.891319052988
Puerto Rico,PRI,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Puerto Rico,PRI,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Puerto Rico,PRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Puerto Rico,PRI,Gini index (World Bank estimate),SI.POV.GINI,..
Puerto Rico,PRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27561.0530580691
Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,234.687683031869
Qatar,QAT,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Qatar,QAT,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Qatar,QAT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Qatar,QAT,Gini index (World Bank estimate),SI.POV.GINI,..
Qatar,QAT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,63632.5986591259
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,85.132519123783
Romania,ROU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Romania,ROU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Romania,ROU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.5039
Romania,ROU,Gini index (World Bank estimate),SI.POV.GINI,36
Romania,ROU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11029.250384322
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.82322079860193
Russian Federation,RUS,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Russian Federation,RUS,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Russian Federation,RUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.10656
Russian Federation,RUS,Gini index (World Bank estimate),SI.POV.GINI,37.2
Russian Federation,RUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11550.5251205402
Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,485.648034049453
Rwanda,RWA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Rwanda,RWA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Rwanda,RWA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Rwanda,RWA,Gini index (World Bank estimate),SI.POV.GINI,..
Rwanda,RWA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,802.749353175275
Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,69.0289752650177
Samoa,WSM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Samoa,WSM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Samoa,WSM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Samoa,WSM,Gini index (World Bank estimate),SI.POV.GINI,..
Samoa,WSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3847.18469630069
San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,561.183333333333
San Marino,SMR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
San Marino,SMR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
San Marino,SMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
San Marino,SMR,Gini index (World Bank estimate),SI.POV.GINI,..
San Marino,SMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,49524.3750716664
Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,215.717708333333
Sao Tome and Principe,STP,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Sao Tome and Principe,STP,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Sao Tome and Principe,STP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sao Tome and Principe,STP,Gini index (World Bank estimate),SI.POV.GINI,56.3
Sao Tome and Principe,STP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1287.80943429957
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,15.3971721504031
Saudi Arabia,SAU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Saudi Arabia,SAU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Saudi Arabia,SAU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Saudi Arabia,SAU,Gini index (World Bank estimate),SI.POV.GINI,..
Saudi Arabia,SAU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,20693.941237821
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,80.0881992416766
Senegal,SEN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,75.7
Senegal,SEN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,79.1
Senegal,SEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Senegal,SEN,Gini index (World Bank estimate),SI.POV.GINI,..
Senegal,SEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1495.34188817617
Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,80.275074319689
Serbia,SRB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Serbia,SRB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Serbia,SRB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.87353
Serbia,SRB,Gini index (World Bank estimate),SI.POV.GINI,36.2
Serbia,SRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6560.32319407277
Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,208.354347826087
Seychelles,SYC,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Seychelles,SYC,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Seychelles,SYC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Seychelles,SYC,Gini index (World Bank estimate),SI.POV.GINI,..
Seychelles,SYC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14028.7208909072
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,103.746619562206
Sierra Leone,SLE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,81
Sierra Leone,SLE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,82
Sierra Leone,SLE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sierra Leone,SLE,Gini index (World Bank estimate),SI.POV.GINI,..
Sierra Leone,SLE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,466.94506935512
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,7915.73043612911
Singapore,SGP,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Singapore,SGP,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Singapore,SGP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.94431
Singapore,SGP,Gini index (World Bank estimate),SI.POV.GINI,..
Singapore,SGP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,57378.8619656214
Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,1193.35294117647
Sint Maarten (Dutch part),SXM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Sint Maarten (Dutch part),SXM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Sint Maarten (Dutch part),SXM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sint Maarten (Dutch part),SXM,Gini index (World Bank estimate),SI.POV.GINI,..
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,113.128785357737
Slovak Republic,SVK,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Slovak Republic,SVK,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Slovak Republic,SVK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.88267
Slovak Republic,SVK,Gini index (World Bank estimate),SI.POV.GINI,..
Slovak Republic,SVK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,19829.8243072771
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,102.59100635951
Slovenia,SVN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Slovenia,SVN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Slovenia,SVN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.86581
Slovenia,SVN,Gini index (World Bank estimate),SI.POV.GINI,24.2
Slovenia,SVN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,25721.8574436824
Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,22.7237584851733
Solomon Islands,SLB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Solomon Islands,SLB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Solomon Islands,SLB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Solomon Islands,SLB,Gini index (World Bank estimate),SI.POV.GINI,..
Solomon Islands,SLB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1465.32995569555
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,23.2555217266554
Somalia,SOM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Somalia,SOM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Somalia,SOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Somalia,SOM,Gini index (World Bank estimate),SI.POV.GINI,..
Somalia,SOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,46.987817062213
South Africa,ZAF,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
South Africa,ZAF,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
South Africa,ZAF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.83215
South Africa,ZAF,Gini index (World Bank estimate),SI.POV.GINI,..
South Africa,ZAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7476.38632385801
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,..
South Sudan,SSD,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
South Sudan,SSD,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
South Sudan,SSD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
South Sudan,SSD,Gini index (World Bank estimate),SI.POV.GINI,..
South Sudan,SSD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,93.2678044400906
Spain,ESP,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Spain,ESP,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Spain,ESP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.2058
Spain,ESP,Gini index (World Bank estimate),SI.POV.GINI,34.7
Spain,ESP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,32282.9038470243
Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,341.955031095519
Sri Lanka,LKA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Sri Lanka,LKA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Sri Lanka,LKA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sri Lanka,LKA,Gini index (World Bank estimate),SI.POV.GINI,..
Sri Lanka,LKA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3860.15030770564
St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,200.173076923077
St. Kitts and Nevis,KNA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
St. Kitts and Nevis,KNA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
St. Kitts and Nevis,KNA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
St. Kitts and Nevis,KNA,Gini index (World Bank estimate),SI.POV.GINI,..
St. Kitts and Nevis,KNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,16586.7482534954
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,296.647540983607
St. Lucia,LCA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
St. Lucia,LCA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
St. Lucia,LCA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
St. Lucia,LCA,Gini index (World Bank estimate),SI.POV.GINI,..
St. Lucia,LCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9046.27422750253
St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,672.058823529412
St. Martin (French part),MAF,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
St. Martin (French part),MAF,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
St. Martin (French part),MAF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
St. Martin (French part),MAF,Gini index (World Bank estimate),SI.POV.GINI,..
St. Martin (French part),MAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,281.607692307692
St. Vincent and the Grenadines,VCT,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
St. Vincent and the Grenadines,VCT,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
St. Vincent and the Grenadines,VCT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
St. Vincent and the Grenadines,VCT,Gini index (World Bank estimate),SI.POV.GINI,..
St. Vincent and the Grenadines,VCT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6730.89902159827
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,..
Sudan,SDN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Sudan,SDN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Sudan,SDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sudan,SDN,Gini index (World Bank estimate),SI.POV.GINI,..
Sudan,SDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1900.09277096785
Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,3.65702564102564
Suriname,SUR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Suriname,SUR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Suriname,SUR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Suriname,SUR,Gini index (World Bank estimate),SI.POV.GINI,..
Suriname,SUR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7972.91026614248
Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,24.6929807763129
Sweden,SWE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Sweden,SWE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Sweden,SWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.39676
Sweden,SWE,Gini index (World Bank estimate),SI.POV.GINI,28.8
Sweden,SWE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,57467.2499709708
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,213.883991070172
Switzerland,CHE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Switzerland,CHE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Switzerland,CHE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.37286
Switzerland,CHE,Gini index (World Bank estimate),SI.POV.GINI,32.7
Switzerland,CHE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,77684.0481752722
Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,92.9477863094266
Syrian Arab Republic,SYR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Syrian Arab Republic,SYR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Syrian Arab Republic,SYR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Syrian Arab Republic,SYR,Gini index (World Bank estimate),SI.POV.GINI,..
Syrian Arab Republic,SYR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,63.9834858419194
Tajikistan,TJK,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,95.7
Tajikistan,TJK,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,95.9
Tajikistan,TJK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.11536
Tajikistan,TJK,Gini index (World Bank estimate),SI.POV.GINI,..
Tajikistan,TJK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1024.8589537466
Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,61.7113411605329
Tanzania,TZA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Tanzania,TZA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Tanzania,TZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Tanzania,TZA,Gini index (World Bank estimate),SI.POV.GINI,40.5
Tanzania,TZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,937.301491612021
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,135.469196891699
Thailand,THA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Thailand,THA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Thailand,THA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.00403
Thailand,THA,Gini index (World Bank estimate),SI.POV.GINI,36.5
Thailand,THA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6135.47195990825
Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,83.6086751849361
Timor-Leste,TLS,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Timor-Leste,TLS,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Timor-Leste,TLS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Timor-Leste,TLS,Gini index (World Bank estimate),SI.POV.GINI,..
Timor-Leste,TLS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,871.279025832763
Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,141.542103327818
Togo,TGO,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Togo,TGO,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Togo,TGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Togo,TGO,Gini index (World Bank estimate),SI.POV.GINI,..
Togo,TGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,661.148125884982
Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,141.663888888889
Tonga,TON,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Tonga,TON,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Tonga,TON,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Tonga,TON,Gini index (World Bank estimate),SI.POV.GINI,..
Tonga,TON,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4090.3363141989
Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,269.799610136452
Trinidad and Tobago,TTO,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Trinidad and Tobago,TTO,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Trinidad and Tobago,TTO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.09204
Trinidad and Tobago,TTO,Gini index (World Bank estimate),SI.POV.GINI,..
Trinidad and Tobago,TTO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,15261.872265747
Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,73.5932221936148
Tunisia,TUN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Tunisia,TUN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Tunisia,TUN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Tunisia,TUN,Gini index (World Bank estimate),SI.POV.GINI,..
Tunisia,TUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4343.43987763926
Turkey,TUR,Population density (people per sq. km of land area),EN.POP.DNST,105.377768538129
Turkey,TUR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Turkey,TUR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Turkey,TUR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.96105
Turkey,TUR,Gini index (World Bank estimate),SI.POV.GINI,41.4
Turkey,TUR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14874.7825351831
Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,12.2521843678846
Turkmenistan,TKM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Turkmenistan,TKM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Turkmenistan,TKM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Turkmenistan,TKM,Gini index (World Bank estimate),SI.POV.GINI,..
Turkmenistan,TKM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7318.06550054699
Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,39.0684210526316
Turks and Caicos Islands,TCA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Turks and Caicos Islands,TCA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Turks and Caicos Islands,TCA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Turks and Caicos Islands,TCA,Gini index (World Bank estimate),SI.POV.GINI,..
Turks and Caicos Islands,TCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,379
Tuvalu,TUV,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Tuvalu,TUV,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Tuvalu,TUV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Tuvalu,TUV,Gini index (World Bank estimate),SI.POV.GINI,..
Tuvalu,TUV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3590.29247132932
Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,205.27860063834
Uganda,UGA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Uganda,UGA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Uganda,UGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Uganda,UGA,Gini index (World Bank estimate),SI.POV.GINI,..
Uganda,UGA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,910.269754897399
Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,77.389796129745
Ukraine,UKR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Ukraine,UKR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Ukraine,UKR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.44839
Ukraine,UKR,Gini index (World Bank estimate),SI.POV.GINI,26
Ukraine,UKR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2988.50421463927
United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,133.584947901999
United Arab Emirates,ARE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
United Arab Emirates,ARE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
United Arab Emirates,ARE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
United Arab Emirates,ARE,Gini index (World Bank estimate),SI.POV.GINI,..
United Arab Emirates,ARE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41460.2834462501
United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,273.049472988054
United Kingdom,GBR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
United Kingdom,GBR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
United Kingdom,GBR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.69829
United Kingdom,GBR,Gini index (World Bank estimate),SI.POV.GINI,..
United Kingdom,GBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,43010.706337795
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,35.5275628537883
United States,USA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
United States,USA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
United States,USA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.81741
United States,USA,Gini index (World Bank estimate),SI.POV.GINI,..
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,53382.7648234859
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,19.635733059079
Uruguay,URY,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Uruguay,URY,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Uruguay,URY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.48393
Uruguay,URY,Gini index (World Bank estimate),SI.POV.GINI,39.5
Uruguay,URY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14437.384691164
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,76.1368124118477
Uzbekistan,UZB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Uzbekistan,UZB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Uzbekistan,UZB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.15566
Uzbekistan,UZB,Gini index (World Bank estimate),SI.POV.GINI,..
